Key	Type	Desc	English	Swedish
Items/StoneCavelingMoss	Text		Stone Moss	TODO
Items/StoneCavelingMossDesc	Text		Ground plants found in the Forgotten Ruins. They grow tiny berries that attract cavelings of the corresponding area.	TODO
Items/StoneDoor	Text		Stone Door	TODO
Items/StoneDoorDesc	Text		A sturdier door to block out unwanted creatures.	TODO
Items/StoneFence	Text		Stone Fence	TODO
Items/StoneFenceDesc	Text		A more reinforced fence to protect what's rightfully yours.	TODO
Items/StoneFenceGate	Text		Stone Fence Gate	TODO
Items/StoneFenceGateDesc	Text		A simple gate for the stone fence.	TODO
Items/StoneFloor	Text		Stone Floor	TODO
Items/StoneFloorDesc	Text		Simple rock tiles for decorating your base.	TODO
Items/StoneLantern	Text		Stone Lantern	TODO
Items/StoneLanternDesc	Text		An unknown light source sits inside this solid stone cage. The air around it feels cold.	TODO
Items/StonePedestal	Text		Stone Pedestal	TODO
Items/StonePedestalDesc	Text		Showcase your findings!	TODO
Items/StoneStalagmite	Text		Stone Stalagmite	TODO
Items/StoneStalagmiteDesc	Text		A stone pillar slowly raised over thousands of years through tectonic pressure.	TODO
Items/StoneskinPotion	Text		Stoneskin Potion	TODO
Items/StoneskinPotionDesc	Text		A salty elixir that hardens your skin and makes you more resilient.	TODO
Items/SuitBreastArmor	Text		Suit Jacket	TODO
Items/SuitBreastArmorDesc	Text		The elegant jacket has a stuck-on rose and is perfect for a romantic dinner. Remember to show up on time.	TODO
Items/SuitHelm	Text		Top Hat	TODO
Items/SuitHelmDesc	Text		This hat is worn by everyone who considers themself an admirable adventurer equipped with a captivating charisma.	TODO
Items/SuitPantsArmor	Text		Suit Pants	TODO
Items/SuitPantsArmorDesc	Text		These pants are made from black, silky farbic and hint at sophistication and confidence.	TODO
Items/SulfurBomb	Text		Sulfur Bomb	TODO
Items/SulfurBombDesc	Text		A large bomb harnessing the power of pressurized toxic gas.	TODO
Items/SulfurBreastArmor	Text		Sulfossil Cuirass	TODO
Items/SulfurBreastArmorDesc	Text		This volatile mass latches it's plating onto your body. It feels ready to retaliate.	TODO
Items/SulfurBud	Text		Sulfur Bud	TODO
Items/SulfurBudDesc	Text		A sapling grows inside this fragile bulb of toxic gas. The lightest touch can make it burst!	TODO
Items/SulfurHelm	Text		Sulfossil Helmet	TODO
Items/SulfurHelmDesc	Text		Like a crown, when worn, you assert yourself dominant over the forces within this sulfuric mass.	TODO
Items/SulfurPantsArmor	Text		Sulfossil Boots	TODO
Items/SulfurPantsArmorDesc	Text		The gel padding adds a bounce to your step. Suprisingly quiet for the force contained within.	TODO
Items/SulfurTree	Text		Sulfur Tree	TODO
Items/SulfurTreeDesc	Text		This gnarled tree feasts on the organic matter of the passage. It sprouts glowing sacs of toxic gas.	TODO
Items/SulfurWormTrophy	Text		Sulfur Worm Figurine	TODO
Items/SulfurWormTrophyDesc	Text		A lifelike representation of a Sulfur Worm.	TODO
Items/SunStaff	Text		Sun Caller	TODO
Items/SunStaffDesc	Text		Used by great mages to conjure small stars.	TODO
Items/SunglassesHelm	Text		Sunglasses	TODO
Items/SunglassesHelmDesc	Text		Nothing is more important than sporting cool sunglasses, even when it's dark.	TODO
Items/Sunrice	Text		Sunrice	TODO
Items/SunriceDesc	Text		A vibrant crop that braces you for tough encounters.	TODO
Items/SunriceRare	Text		Golden Sunrice	TODO
Items/SunriceRareDesc	Text		A very rare variant of the common sunrice.	TODO
Items/SunriceSeed	Text		Sunrice Seed	TODO
Items/SunriceSeedDesc	Text		Grows into a bracing crop when planted. Only grows in crystal ground.	TODO
Items/SurfaceCoral1Large	Text		Large Bicolor Coral	TODO
Items/SurfaceCoral1LargeDesc	Text		A large group of two coral species that grow together to form a symbiosis.	TODO
Items/SurfaceCoral1Medium	Text		Bicolor Coral	TODO
Items/SurfaceCoral1MediumDesc	Text		A group of two coral species that grow together to form a symbiosis.	TODO
Items/SurfaceCoral1Small	Text		Small Bicolor Coral	TODO
Items/SurfaceCoral1SmallDesc	Text		A small group of two coral species that grow together to form a symbiosis.	TODO
Items/SurfaceCoral2Large	Text		Large Crimson Coral	TODO
Items/SurfaceCoral2LargeDesc	Text		A large branchy coral that provides protection and food for small sea critters.	TODO
Items/SurfaceCoral2Small	Text		Crimson Coral	TODO
Items/SurfaceCoral2SmallDesc	Text		A small branchy coral that provides protection and food for small sea critters.	TODO
Items/SurfaceCoral3Large	Text		Large Dish Coral	TODO
Items/SurfaceCoral3LargeDesc	Text		A large coral that develops a wide brim above the water surface, providing a safe island for small organisms.	TODO
Items/SurfaceCoral3Small	Text		Dish Coral	TODO
Items/SurfaceCoral3SmallDesc	Text		A small coral that develops a wide brim above the water surface, providing a safe island for small organisms.	TODO
Items/SuspendedButterfly	Text		Suspended Butterfly	TODO
Items/SuspendedButterflyDesc	Text		A fragile butterfly that has been completely corrupted by crystals.	TODO
Items/SwiftFeather	Text		Swift Feather	TODO
Items/SwiftFeatherDesc	Text		A mysterious feather that allows you to dash out of danger.	TODO
Items/SwiftRing	Text		Swift Ring	TODO
Items/SwiftRingDesc	Text		Wearing this winged ring creates a slight wind that pushes you forward.	TODO
Items/SwimingPantsArmorBlue	Text		Blue Board Shorts	TODO
Items/SwimingPantsArmorBlueDesc	Text		Wearing those chill blue shorts tempts you to constantly form the shaka sign with your hand.	TODO
Items/SwimingPantsArmorGreen	Text		Green Board Shorts	TODO
Items/SwimingPantsArmorGreenDesc	Text		Wearing those chill green shorts tempts you to constantly form the shaka sign with your hand.	TODO
Items/SwimingPantsArmorRed	Text		Red Board Shorts	TODO
Items/SwimingPantsArmorRedDesc	Text		Wearing those chill red shorts tempts you to constantly form the shaka sign with your hand.	TODO
Items/TableSaw	Text		Table Saw	TODO
Items/TableSawDesc	Text		A simple saw to cut materials into slates. Requires electricity.	TODO
Items/TallBarnacleGrass	Text		Tall Barnacle Grass	TODO
Items/TallBarnacleGrassDesc	Text		A large group of long-necked barnacles stretching out from the ground.	TODO
Items/TallCrystalGrass	Text		Tall Crystal Grass	TODO
Items/TallCrystalGrassDesc	Text		A tall, strange growth that consists of broad, transparent leaves.	TODO
Items/TallGrass	Text		Tall Grass	TODO
Items/TallGrassDesc	Text		A large patch of tall grass to use as a decorative.	TODO
Items/TallLandKelp	Text		Tall Land Algae	TODO
Items/TallLandKelpDesc	Text		A large type of algae that can grow outside of water.	TODO
Items/TamerBreastArmor	Text		Wildwarden Pauldrons	TODO
Items/TamerBreastArmorDesc	Text		This wooden chest-piece is wrapped in a bundle of mysteriously unwithering leaves.	TODO
Items/TamerHelm	Text		Wildwarden Mask	TODO
Items/TamerHelmDesc	Text		A wooden mask with decorative leaves and horns attuned to the wildlife.	TODO
Items/TamerNecklace	Text		Wildwarden Necklace	TODO
Items/TamerNecklaceDesc	Text		An animalistic emblem decorated with golden trinkets that ring out to the wild.	TODO
Items/TamerPantsArmor	Text		Wildwarden Pants	TODO
Items/TamerPantsArmorDesc	Text		Leafy legwear made from ancient wooden roots that seem to connect with the earth whenever one stands still.	TODO
Items/TamerRing	Text		Wildwarden Ring	TODO
Items/TamerRingDesc	Text		A wooden ring with two smaller rings around it. One symbolises the warden and the other the bonded beast.	TODO
Items/TealPalaceFish	Text		Teal Palace Fish	TODO
Items/TealPalaceFishDesc	Text		A greenish-blue, odd-looking fish with weirdly shaped fins.	TODO
Items/TempleAzeosUrn	Text		Azeos Urn	TODO
Items/TempleAzeosUrnDesc	Text		This decorative vase has been made in honor of Azeos, the Sky Titan.	TODO
Items/TempleGlyphBlock	Text		Glyph Stele	TODO
Items/TempleGlyphBlockBroken	Text		Broken Glyph Stele	TODO
Items/TempleGlyphBlockBrokenDesc	Text		A block made from hazy blue glass with golden etchings. The information written on it is lost forever as it has been smashed on purpose.	TODO
Items/TempleGlyphBlockDesc	Text		A block made from hazy blue glass with golden etchings. It seems like these were used as memorials or to mark places of importance.	TODO
Items/TempleGlyphWall1	Text		Angled Glyph Wall	TODO
Items/TempleGlyphWall1Desc	Text		An ancient sandstone wall with an angled top and covered in indecipherable glyphs. What stories do they tell?	TODO
Items/TempleGlyphWall2	Text		Glyph Wall	TODO
Items/TempleGlyphWall2Desc	Text		An ancient sandstone wall covered in indecipherable glyphs. What stories do they tell?	TODO
Items/TempleGuardianStatue	Text		Temple Guardian Statue	TODO
Items/TempleGuardianStatueDesc	Text		This intimidating statue depicts an ancient guardian in exotic garment. Its kneeling pose hints at being in service of a king.	TODO
Items/TempleGuardianStatueRaided	Text		Raided Temple Guardian Statue	TODO
Items/TempleGuardianStatueRaidedDesc	Text		A statue wilfully destroyed by grave thiefs. It has been partially relieved of the green daggers in its stony clasp.	TODO
Items/TempleOmorothUrn	Text		Omoroth Urn	TODO
Items/TempleOmorothUrnDesc	Text		This decorative vase has been made in honor of Omoroth, the Sea Titan.	TODO
Items/TemplePedestal	Text		Temple Pedestal	TODO
Items/TemplePedestalDesc	Text		An ancient golden stand that seems to have held royal belongings once.	TODO
Items/TemplePillar	Text		Temple Pillar	TODO
Items/TemplePillarDesc	Text		A very beautiful, decorative pillar only found in ancient desert temples.	TODO
Items/TemplePitPillar	Text		Temple Pit Pillar	TODO
Items/TemplePitPillarDesc	Text		A load-bearing pillar which holds up the foundation of the ancient desert temples.	TODO
Items/TempleRaAkarUrn	Text		Ra-Akar Urn	TODO
Items/TempleRaAkarUrnDesc	Text		This decorative vase has been made in honor of Ra-Akar, the Sand Titan.	TODO
Items/TempleThrone	Text		Temple Throne	TODO
Items/TempleThroneDesc	Text		A golden throne reserved only for the buttocks of ancient royalty.	TODO
Items/TempleTurret	Text		Stone Turret	TODO
Items/TempleTurretDesc	Text		This ancient trap shoots projectiles at anyone walking into its line of sight. Its inner workings are concealed by a caveling grimace.	TODO
Items/TentacleJerky	Text		Tentacle Jerky	TODO
Items/TentacleJerkyDesc	Text		A dried piece of tentacle. It's quite tough and keeps your teeth busy.	TODO
Items/TentacleTrophy	Text		Tentacle Figurine	TODO
Items/TentacleTrophyDesc	Text		A lifelike representation of a Tentacle.	TODO
Items/TentacleWhip	Text		Tentacle Whip	TODO
Items/TentacleWhipDesc	Text		An elastic tentacle that lashes out at enemies from afar. It's still alive and wiggling in your hand.	TODO
Items/TerraTrilobite	Text		Terra Trilobite	TODO
Items/TerraTrilobiteDesc	Text		The mutated offspring of its extinct ancestor. Its brown shell had adapted to withstand extreme pressure.	TODO
Items/ThinWallGlass	Text		Thin Glass Wall	TODO
Items/ThinWallGlassDesc	Text		A thin wall made from glass, perfect to create enclosures.	TODO
Items/ThornWood	Text		Thorn Wood	TODO
Items/ThornWoodDesc	Text		A brambly variant of the common root wood.	TODO
Items/ThrowingDaggers	Text		Throwing Daggers	TODO
Items/ThrowingDaggersDesc	Text		A set of curved blades. They're evenly balanced so that throwing them is as easy as pointing a finger.	TODO
Items/Thumper	Text		Thumper	TODO
Items/ThumperDesc	Text		A strange apparatus that sends shockwaves deep into the ground. Using it at the right spot may awaken something from its slumber. Is consumed on successful use.	TODO
Items/TiltedGrave	Text		Tilted Grave	TODO
Items/TiltedGraveDesc	Text		An empty grave that has been moved out of its alignment in search for valuables.	TODO
Items/TimelessHourglass	Text		Timeless Hourglass	TODO
Items/TimelessHourglassDesc	Text		An intact hourglass, filled with blue sand. It is not clear what period of time it measures, as the sand seems to fall incredibly slowly.	TODO
Items/TinAnvil	Text		Tin Anvil	TODO
Items/TinAnvilDesc	Text		A better anvil for creating gear and weapons more suited for survival.	TODO
Items/TinAxe	Text		Tin Axe	TODO
Items/TinAxeDesc	Text		A slower but more damaging weapon against multiple enemies.	TODO
Items/TinBar	Text		Tin Bar	TODO
Items/TinBarDesc	Text		A tough metal ingot for blacksmithing.	TODO
Items/TinBreastArmor	Text		Tin Breastplate	TODO
Items/TinBreastArmorDesc	Text		A good armor to survive battles more easily.	TODO
Items/TinDagger	Text		Tin Dagger	TODO
Items/TinDaggerDesc	Text		A small blade that allows for quick stabs.	TODO
Items/TinFishingRod	Text		Tin Fishing Rod	TODO
Items/TinFishingRodDesc	Text		A durable tool for pulling up bigger fish.	TODO
Items/TinHelm	Text		Tin Helm	TODO
Items/TinHelmDesc	Text		This helm repels slight blows to the head.	TODO
Items/TinHoe	Text		Tin Hoe	TODO
Items/TinHoeDesc	Text		A durable tool to prepare ground for farming. Covers an area of 3x3 tiles.	TODO
Items/TinMiningPick	Text		Tin Pickaxe	TODO
Items/TinMiningPickDesc	Text		A durable tool, good for breaking down walls more easily.	TODO
Items/TinOre	Text		Tin Ore	TODO
Items/TinOreBoulder	Text		Tin Ore Boulder	TODO
Items/TinOreDesc	Text		Commonly found in clay walls.	TODO
Items/TinPantsArmor	Text		Tin Pants	TODO
Items/TinPantsArmorDesc	Text		Some tin for the shin.	TODO
Items/TinShovel	Text		Tin Shovel	TODO
Items/TinShovelDesc	Text		A durable shovel, well-suited for digging up ground.	TODO
Items/TinSledge	Text		Tin Sledge Hammer	TODO
Items/TinSledgeDesc	Text		A bulky weapon for smashing foes and walls.	TODO
Items/TinSword	Text		Tin Sword	TODO
Items/TinSwordDesc	Text		A sharp weapon for slaying foes.	TODO
Items/TinWorkbench	Text		Tin Workbench	TODO
Items/TinWorkbenchDesc	Text		A better workbench to prepare you for the underground world.	TODO
Items/TomeOfMelee	Text		Tome of the Dead	TODO
Items/TomeOfMeleeDesc	Text		A vile treatise on the conjuring of dark spirits.	TODO
Items/TomeOfOrbit	Text		Tome of the Deep	TODO
Items/TomeOfOrbitDesc	Text		Powerful incantions barely utterable by the human tongue.	TODO
Items/TomeOfRange	Text		Tome of the Dark	TODO
Items/TomeOfRangeDesc	Text		More of a pamphlet, beginners guide to shadowmancy.	TODO
Items/TopazRing	Text		Topaz Ring	TODO
Items/TopazRingDesc	Text		A precious little ring with a yellow gemstone on top.	TODO
Items/TorcNecklace	Text		Torc Necklace	TODO
Items/TorcNecklaceDesc	Text		A piece of jewelry for the neck that's merely a hoop with a gap. Worn by many different cultures throughout world history.	TODO
Items/Torch	Text		Torch	TODO
Items/TorchDesc	Text		Light up your surroundings. Can also be placed on the ground and attached to walls.	TODO
Items/TorchPlural	Text		Torches	TODO
Items/TornisKingfish	Text		Tornis Kingfish	TODO
Items/TornisKingfishDesc	Text		An extremely rare enigma of sea life that seems to unify all other fish beneath it.	TODO
Items/TowelBreastArmor	Text		Towel	TODO
Items/TowelBreastArmorDesc	Text		A towel is about the most massively useful thing an underground miner can have.	TODO
Items/TowerShellNecklace	Text		Tower Shell Necklace	TODO
Items/TowerShellNecklaceDesc	Text		A necklace featuring a coiling shell. Its ever turning spiral structure is captivating.	TODO
Items/TrenchcoatBreastArmor	Text		Trenchcoat	TODO
Items/TrenchcoatBreastArmorDesc	Text		A coat with deep pockets fit for a hoggish, dodgy fancier.	TODO
Items/TriangleTrinket	Text		Triangle Trinket	TODO
Items/TriangleTrinketDesc	Text		A strange gold piece vibrating with energy.	TODO
Items/TrinityHeartOrbOffhand	Text		Trinity Heart	TODO
Items/TrinityHeartOrbOffhandDesc	Text		A symbiosis of an ancient gemstone with organic matter, resulting in a physically impossible material. It pulsates in energetic rhythms of three, a celestial pattern that must have been of utter importance to a spacefaring species.	TODO
Items/TriopsFossil	Text		Triops Fossil	TODO
Items/TriopsFossilDesc	Text		The petrified remains of a species that still exists to this day, even after 220 million years.	TODO
Items/Turtle	Text		Kelple	TODO
Items/TurtleBaby	Text		Kelple Hatchling	TODO
Items/TurtleBabyDesc	Text		A young that comes up from the ground once it had enough time to slumber in the dark. Its shell is still blank but in time it will be populated by the kelp that it feeds on.	TODO
Items/TurtleDesc	Text		A marine reptile and natural gardener, that chews down on kelp when it grows too plenty. It doesn't need many nutrients, so whatever it eats comes out again in a condensed ball shape that is free for the taking.	TODO
Items/TurtleShell	Text		Turtle Shell	TODO
Items/TurtleShellDesc	Text		A hard shell that once belonged to a graceful sea creature. You feel much more protected when holding it.	TODO
Items/TwistedAgate	Text		Twisted Agate	TODO
Items/TwistedAgateDesc	Text		A green gem shaped like a spiral.	TODO
Items/UnleashedCoreCommanderTrophy	Text		Unleashed Core Commander Figurine	TODO
Items/UnleashedCoreCommanderTrophyDesc	Text		A lifelike representation of the Unleashed Core Commander.	TODO
Items/UnlockedKingChest	Text		Desert King Chest	TODO
Items/UnlockedKingChestDesc	Text		An intricate, unique chest with a purple gemstone locked in its center.	TODO
Items/UnlockedPrinceChest	Text		Desert Prince Chest	TODO
Items/UnlockedPrinceChestDesc	Text		An intricate, unique chest with an orange gemstone locked in its center.	TODO
Items/UnlockedQueenChest	Text		Desert Queen Chest	TODO
Items/UnlockedQueenChestDesc	Text		An intricate, unique chest with a green gemstone locked in its center.	TODO
Items/UnusualPotion	Text		Unusual Potion	TODO
Items/UnusualPotionDesc	Text		A two-component potion that is risky to drink.	TODO
Items/UpgradeForge	Text		Upgrade Station	TODO
Items/UpgradeForgeDesc	Text		A high-tech workbench to upgrade tools and weapons, making them stronger and more effective.	TODO
Items/ValentineCandles	Text		Valentine's Candles	TODO
Items/ValentineCandlesDesc	Text		A handful of small, pink candles that fill the air with a whiff of vanille.	TODO
Items/ValentineChest	Text		Valentine's Chest	TODO
Items/ValentineChestDesc	Text		This heart-themed chest is great to tuck away little trinkets of love.	TODO
Items/ValentineFloorPetals	Text		Rose Petal Flooring	TODO
Items/ValentineFloorPetalsDesc	Text		This little paper bag contains enough rose petals to cover a 1x1 floor tile with them. Great to lay out a path of love.	TODO
Items/ValentineLetter	Text		Love Letter	TODO
Items/ValentineLetterDesc	Text		A scented letter that contains words of love and appreciation. Give it to someone in dire need of affection.	TODO
Items/ValentineNecklace	Text		Valentine Necklace	TODO
Items/ValentineNecklaceDesc	Text		A golden necklace featuring a big, shiny heart. You feel something you can't describe, when wearing it so close to your own.	TODO
Items/ValentinePainting	Text		Heart Painting	TODO
Items/ValentinePaintingDesc	Text		A simple painting showing nothing more than a heart. Sometimes this is all one needs in these dark times.	TODO
Items/ValentinePlushie	Text		Caveling Brute Plushie	TODO
Items/ValentinePlushieDesc	Text		A big plushie, resembling a caveling brute holding a heart. Even those need a little bit of love sometimes.	TODO
Items/ValentinePresent	Text		Valentine's Gift	TODO
Items/ValentinePresentDesc	Text		This rose and silver-colored gift is packed with a variety of different charming items.	TODO
Items/ValentineRing	Text		Valentine Ring	TODO
Items/ValentineRingDesc	Text		A golden ring featuring a candy-colored heart. The perfect gift to give to someone you like.	TODO
Items/ValentineRug	Text		Heart-shaped Rug	TODO
Items/ValentineRugDesc	Text		Nothing speaks 'love' like a big fuzzy heart on the floor. It smells like wool and lavender.	TODO
Items/ValentineWallHearts	Text		Wall Hearts	TODO
Items/ValentineWallHeartsDesc	Text		An assortment of hearts cut from paper, they look great on walls and make a base just a little bit more lovely.	TODO
Items/ValentineWorkbench	Text		Valentine Crafting Table	TODO
Items/ValentineWorkbenchDesc	Text		A workbench containing tools and blueprints to create some beautiful decorative items.	TODO
Items/VampireCapeBreastArmor	Text		Dracularva Cape	TODO
Items/VampireCapeBreastArmorDesc	Text		A black satin cape fit for a vampire. The crimson flip-up collar adds to the evil look.	TODO
Items/VampireEel	Text		Vampire Eel	TODO
Items/VampireEelDesc	Text		A bloodsucking fish latching onto everything that has a pulse.	TODO
Items/VendingMachine	Text		Vending Machine	TODO
Items/VendingMachineBroken	Text		Broken Vending Machine	TODO
Items/VendingMachineBrokenDesc	Text		A broken automaton that once contained snacks and other goods. It looks like it was forced open.	TODO
Items/VendingMachineDesc	Text		An old, still functioning automaton that is proof of advanced technology and a sophisticated society.	TODO
Items/VerdantDragonfish	Text		Verdant Dragonfish	TODO
Items/VerdantDragonfishDesc	Text		This draconic fish has green scales that can withstand remarkably high temperatures.	TODO
Items/ViciousRing	Text		Vicious Ring	TODO
Items/ViciousRingDesc	Text		The unsettling gaze of this ring causes minions to stay on high alert.	TODO
Items/VoidOrbGun	Text		Void Gun	TODO
Items/VoidOrbGunDesc	Text		A particle weapon with unknown inner workings. It emits balls of void that distort spacetime to inflict high damage.	TODO
Items/WallAlienBlock	Text		Alien Tech Block	TODO
Items/WallAlienBlockDesc	Text		A mysterious intricate piece of architecture.	TODO
Items/WallBossChest	Text		Urschleims Chest	TODO
Items/WallBossChestDesc	Text		A large chest, made from the hardened mass of the gargantuan amoeba. You feel uneasy in its presence.	TODO
Items/WallBossScanner	Text		Urschleim Scanner	TODO
Items/WallBossScannerDesc	Text		Scans the world for Urschleim. Consumed on successful scan.	TODO
Items/WallBossSummoningItem	Text		Primeval Slime Cell	TODO
Items/WallBossSummoningItemDesc	Text		A highly mutative, crystalized cell. To resummon Urschleim, activate it in the Passage where ancient lifeforms still roam. Consumed in the process.	TODO
Items/WallBossTrophy	Text	For translating the name 'Urschleim' reference back to the note I left in the 'Names' bracket of this document	Urschleim Figurine	TODO
Items/WallBossTrophyDesc	Text		A lifelike representation of Urschleim.	TODO
Items/WallCityBlock	Text		Metropolis Block	TODO
Items/WallCityBlockDesc	Text		A sturdy piece of city architecture, decorated with glass and gold.	TODO
Items/WallClayBlock	Text		Clay Block	TODO
Items/WallClayBlockDesc	Text		A red, wet piece of clay.	TODO
Items/WallCoralBlock	Text		Coral Wall	TODO
Items/WallCoralBlockDesc	Text		A pinkish tiled wall section.	TODO
Items/WallCrystalBlock	Text		Crystal Block	TODO
Items/WallCrystalBlockDesc	Text		A blue, glistening piece of crystal.	TODO
Items/WallDarkStoneBlock	Text		Dark Stone Block	TODO
Items/WallDarkStoneBlockDesc	Text		A sturdy dark piece of stone.	TODO
Items/WallDesertBlock	Text		Desert Block	TODO
Items/WallDesertBlockDesc	Text		A sandy piece of desert stone.	TODO
Items/WallDesertTempleBlock	Text		Desert Temple Block	TODO
Items/WallDesertTempleBlock2	Text		Maze Block	TODO
Items/WallDesertTempleBlock2Desc	Text		An extremely durable block used to build ancient mazes.	TODO
Items/WallDesertTempleBlockDesc	Text		A sturdy piece of ancient architecture, decorated with tiles and gold.	TODO
Items/WallDirtBlock	Text		Dirt Block	TODO
Items/WallDirtBlockDesc	Text		A brown solid piece of dirt.	TODO
Items/WallEerieBlock	Text		Eerie Wall	TODO
Items/WallEerieBlockDesc	Text		A ghostly wooden wall section.	TODO
Items/WallExplosiveBlock	Text		Explosives Deposit	TODO
Items/WallExplosiveBlockDesc	Text		A highly dangerous box of explosives that can be placed like a wall. Don't hit it or it will blow up right in your face.	TODO
Items/WallGalaxiteBlock	Text		Galaxite Wall	TODO
Items/WallGalaxiteBlockDesc	Text		An otherwordly wall speckled with glittering stars.	TODO
Items/WallGlassBlock	Text		Glass Wall	TODO
Items/WallGlassBlockDesc	Text		A solid wall made from glass. Works well for building a base or enclosures.	TODO
Items/WallGleamWoodBlock	Text		Gleam Wood Wall	TODO
Items/WallGleamWoodBlockDesc	Text		An enigmatic wall reinforced with glimmering plates.	TODO
Items/WallGrassBlock	Text		Grass Block	TODO
Items/WallGrassBlockDesc	Text		A lush piece of vertical plants.	TODO
Items/WallHiveBlock	Text		Larva Hive Block	TODO
Items/WallHiveBlockDesc	Text		A lumpy… living piece of hive material.	TODO
Items/WallLavaBlock	Text		Lava Rock Block	TODO
Items/WallLavaBlockDesc	Text		A piece of molten rock.	TODO
Items/WallLimestoneBlock	Text		Beach Block	TODO
Items/WallLimestoneBlockDesc	Text		A sandy piece of the coastal stone.	TODO
Items/WallMeadowBlock	Text		Meadow Block	TODO
Items/WallMeadowBlockDesc	Text		A mellow piece of earth with little summer flowers growing on it.	TODO
Items/WallMoldBlock	Text		Mold Block	TODO
Items/WallMoldBlockDesc	Text		A pungent piece of mold.	TODO
Items/WallNaturalExplosiveBlock	Text		Thermite Wall	TODO
Items/WallNaturalExplosiveBlockDesc	Text		An unstable, explosive piece of wall.	TODO
Items/WallObsidianBlock	Text		Obsidian Block	TODO
Items/WallObsidianBlockDesc	Text		An indestructible piece of obsidian. You're not supposed to have this…	TODO
Items/WallPaintableBlock	Text		Paintable Wall	TODO
Items/WallPaintableBlockDesc	Text		A bleak stone wall ready to be turned lively with colors.	TODO
Items/WallPassageBlock	Text		Fossil Block	TODO
Items/WallPassageBlockDesc	Text		Layers upon layers of living matter have been crushed into a dense, twisted mass.	TODO
Items/WallSandBlock	Text		Sand Block	TODO
Items/WallSandBlockDesc	Text		A yellow fragile piece of sand.	TODO
Items/WallScarletBlock	Text		Scarlet Wall	TODO
Items/WallScarletBlockDesc	Text		A reinforced metal wall to set up your base for tough encounters.	TODO
Items/WallSnowBlock	Text		Snow Block	TODO
Items/WallSnowBlockDesc	Text		A white cold piece of snow.	TODO
Items/WallStoneBlock	Text		Stone Block	TODO
Items/WallStoneBlockDesc	Text		A sturdy piece of stone.	TODO
Items/WallStoneBricksBlock	Text		Stone Bricks Wall	TODO
Items/WallStoneBricksBlockDesc	Text		A solid wall made with interlocking blocks.	TODO
Items/WallStrawBlock	Text		Straw-bale Wall	TODO
Items/WallStrawBlockDesc	Text		A reinforced straw wall to set up a cozy farm.	TODO
Items/WallTurfBlock	Text		Turf Block	TODO
Items/WallTurfBlockDesc	Text		A soft mossy piece of turf.	TODO
Items/WallWoodBlock	Text		Wood Wall	TODO
Items/WallWoodBlockDesc	Text		A solid wall made from wood. Works well for building a base.	TODO
Items/WashBasin	Text		Wash Basin	TODO
Items/WashBasinDesc	Text		A container used to store water and filling up watering cans.	TODO
Items/WaterCan	Text		Watering Can	TODO
Items/WaterCanDesc	Text		Used to water seeds and soil.	TODO
Items/WaterKelp	Text		Sun Kelp	TODO
Items/WaterKelpDesc	Text		A large seaweed that lives off of the light cast down into the wilderness.	TODO
Items/WaterLily	Text		Azeos Lily	TODO
Items/WaterLilyDesc	Text		A floating plant that is part of a rich aquatic ecosystem.	TODO
Items/WaterWell	Text		Water Well	TODO
Items/WaterWellDesc	Text		An ancient stone well to take water from.	TODO
Items/WayPoint	Text		Ancient Waypoint	TODO
Items/WayPointDesc	Text		A miraculous gemstone device used to teleport to other waypoints and portals. When placed, it takes 10 minutes to charge up before it can be accessed.	TODO
Items/WeddingDressArmor	Text		Wedding Dress	TODO
Items/WeddingDressArmorDesc	Text		A simple, white dress elevating the beauty of its wearer. There are many occasions to wear it but the most important one is being a bride.	TODO
Items/WeddingHelm	Text		Flower Crown	TODO
Items/WeddingHelmDesc	Text		A beautiful crown made from leaves and pink roses. It resembles a love that feels like eternal spring.	TODO
Items/Wheelbarrow	Text		Old Wheelbarrow	TODO
Items/WheelbarrowDesc	Text		A broken wheelbarrow stuck in its own molten contents. It seems like it couldn't withstand the extreme heat.	TODO
Items/WhiteCherryFlower	Text		White Cherry Blossom	TODO
Items/WhiteCherryFlowerDesc	Text		A silky white blossom that fell from a beautiful tree. In full bloom it has a faint almond fragrance and reminds one of the joys of life.	TODO
Items/WhiteCherryTree	Text		White Cherry Tree	TODO
Items/WhiteCherryTreeDesc	Text		This beautiful white tree is a traditional symbol of the joys of life. It is said that in spring a fairy maiden descends to awake the sleeping cherry trees with her breath.	TODO
Items/WhiteCoralotl	Text		White Coralotl	TODO
Items/WhiteCoralotlDesc	Text		A small white amphibian with outward-protruding gills that look like corals. It also uses them to draw nutrients out of the waters of the Sunken Sea.	TODO
Items/WhiteGlassRing	Text		White Glass Ring	TODO
Items/WhiteGlassRingDesc	Text		This ring is made from a milky, translucent material. The light it reflects makes it harder for enemies to hit you.	TODO
Items/WhiteRoseBouquet	Text		White Rose Bouquet	TODO
Items/WhiteRoseBouquetDesc	Text		This beautiful bouquet made from white roses will elevate the look of every room. Give it to someone you like dearly.	TODO
Items/WhiteWhistle	Text		White Whistle	TODO
Items/WhiteWhistleDesc	Text		A rare artifact made from precious, white stone. It doesn't produce a sound when you try to use it.	TODO
Items/WinterBell	Text		Winter Bell	TODO
Items/WinterBellDesc	Text		This golden and white bell produces a fine ringing sound, it's faint and reminds one of falling snow.	TODO
