Key	Type	Desc	English	Swedish
Items/WallGlassBlockDesc	Text		A solid wall made from glass. Works well for building a base or enclosures.	
Items/WallGleamWoodBlock	Text		Gleam Wood Wall	
Items/WallGleamWoodBlockDesc	Text		An enigmatic wall reinforced with glimmering plates.	
Items/WallGrassBlock	Text		Grass Block	
Items/WallGrassBlockDesc	Text		A lush piece of vertical plants.	
Items/WallHiveBlock	Text		Larva Hive Block	
Items/WallHiveBlockDesc	Text		A lumpy… living piece of hive material.	
Items/WallLavaBlock	Text		Lava Rock Block	
Items/WallLavaBlockDesc	Text		A piece of molten rock.	
Items/WallLimestoneBlock	Text		Beach Block	
Items/WallLimestoneBlockDesc	Text		A sandy piece of the coastal stone.	
Items/WallMeadowBlock	Text		Meadow Block	
Items/WallMeadowBlockDesc	Text		A mellow piece of earth with little summer flowers growing on it.	
Items/WallMoldBlock	Text		Mold Block	
Items/WallMoldBlockDesc	Text		A pungent piece of mold.	
Items/WallNaturalExplosiveBlock	Text		Thermite Wall	
Items/WallNaturalExplosiveBlockDesc	Text		An unstable, explosive piece of wall.	
Items/WallObsidianBlock	Text		Obsidian Block	
Items/WallObsidianBlockDesc	Text		An indestructible piece of obsidian. You're not supposed to have this…	
Items/WallPaintableBlock	Text		Paintable Wall	
Items/WallPaintableBlockDesc	Text		A bleak stone wall ready to be turned lively with colors.	
Items/WallPassageBlock	Text		Fossil Block	
Items/WallPassageBlockDesc	Text		Layers upon layers of living matter have been crushed into a dense, twisted mass.	
Items/WallSandBlock	Text		Sand Block	
Items/WallSandBlockDesc	Text		A yellow fragile piece of sand.	
Items/WallScarletBlock	Text		Scarlet Wall	
Items/WallScarletBlockDesc	Text		A reinforced metal wall to set up your base for tough encounters.	
Items/WallSnowBlock	Text		Snow Block	
Items/WallSnowBlockDesc	Text		A white cold piece of snow.	
Items/WallStoneBlock	Text		Stone Block	
Items/WallStoneBlockDesc	Text		A sturdy piece of stone.	
Items/WallStoneBricksBlock	Text		Stone Bricks Wall	
Items/WallStoneBricksBlockDesc	Text		A solid wall made with interlocking blocks.	
Items/WallStrawBlock	Text		Straw-bale Wall	
Items/WallStrawBlockDesc	Text		A reinforced straw wall to set up a cozy farm.	
Items/WallTurfBlock	Text		Turf Block	
Items/WallTurfBlockDesc	Text		A soft mossy piece of turf.	
Items/WallWoodBlock	Text		Wood Wall	
Items/WallWoodBlockDesc	Text		A solid wall made from wood. Works well for building a base.	
Items/WashBasin	Text		Wash Basin	
Items/WashBasinDesc	Text		A container used to store water and filling up watering cans.	
Items/WaterCan	Text		Watering Can	
Items/WaterCanDesc	Text		Used to water seeds and soil.	
Items/WaterKelp	Text		Sun Kelp	
Items/WaterKelpDesc	Text		A large seaweed that lives off of the light cast down into the wilderness.	
Items/WaterLily	Text		Azeos Lily	
Items/WaterLilyDesc	Text		A floating plant that is part of a rich aquatic ecosystem.	
Items/WaterWell	Text		Water Well	
Items/WaterWellDesc	Text		An ancient stone well to take water from.	
Items/WayPoint	Text		Ancient Waypoint	
Items/WayPointDesc	Text		A miraculous gemstone device used to teleport to other waypoints and portals. When placed, it takes 10 minutes to charge up before it can be accessed.	
Items/WeddingDressArmor	Text		Wedding Dress	
Items/WeddingDressArmorDesc	Text		A simple, white dress elevating the beauty of its wearer. There are many occasions to wear it but the most important one is being a bride.	
Items/WeddingHelm	Text		Flower Crown	
Items/WeddingHelmDesc	Text		A beautiful crown made from leaves and pink roses. It resembles a love that feels like eternal spring.	
Items/Wheelbarrow	Text		Old Wheelbarrow	
Items/WheelbarrowDesc	Text		A broken wheelbarrow stuck in its own molten contents. It seems like it couldn't withstand the extreme heat.	
Items/WhiteCherryFlower	Text		White Cherry Blossom	
Items/WhiteCherryFlowerDesc	Text		A silky white blossom that fell from a beautiful tree. In full bloom it has a faint almond fragrance and reminds one of the joys of life.	
Items/WhiteCherryTree	Text		White Cherry Tree	
Items/WhiteCherryTreeDesc	Text		This beautiful white tree is a traditional symbol of the joys of life. It is said that in spring a fairy maiden descends to awake the sleeping cherry trees with her breath.	
Items/WhiteCoralotl	Text		White Coralotl	
Items/WhiteCoralotlDesc	Text		A small white amphibian with outward-protruding gills that look like corals. It also uses them to draw nutrients out of the waters of the Sunken Sea.	
Items/WhiteGlassRing	Text		White Glass Ring	
Items/WhiteGlassRingDesc	Text		This ring is made from a milky, translucent material. The light it reflects makes it harder for enemies to hit you.	
Items/WhiteRoseBouquet	Text		White Rose Bouquet	
Items/WhiteRoseBouquetDesc	Text		This beautiful bouquet made from white roses will elevate the look of every room. Give it to someone you like dearly.	
Items/WhiteWhistle	Text		White Whistle	
Items/WhiteWhistleDesc	Text		A rare artifact made from precious, white stone. It doesn't produce a sound when you try to use it.	
Items/WinterBell	Text		Winter Bell	
Items/WinterBellDesc	Text		This golden and white bell produces a fine ringing sound, it's faint and reminds one of falling snow.	
Items/WinterCookies	Text		Winter Cookies	
Items/WinterCookiesDesc	Text		Nicely decorated this handful of cookies will put one in a seasonal mood. There's even a little core-shaped one in there.	
Items/WinterDinner	Text		Winter Dinner	
Items/WinterDinnerDesc	Text		A full meal to warm your belly in the cold season. Prepared with a roasted larva, hot heartberry sauce, dumplings and some greens.	
Items/WitchDoctorBreastArmor	Text		Witch Doctor Vest	
Items/WitchDoctorBreastArmorDesc	Text		A worn vest with a simple shirt underneath.	
Items/WitchDoctorHelm	Text		Witch Doctor Hat	
Items/WitchDoctorHelmDesc	Text		A rustic top hat with various trinkets along the brim.	
Items/WitchDoctorPantsArmor	Text		Witch Doctor Jeans	
Items/WitchDoctorPantsArmorDesc	Text		A pair of jeans with a golden chain strapped on.	
Items/WonkyMinecart	Text		Wonky Minecart	
Items/WonkyMinecartDesc	Text		Allows riding the railways.	
Items/Wood	Text		Wood	
Items/WoodBow	Text		Wood Bow	
Items/WoodBowDesc	Text		A crude bow to shoot foes from afar.	
Items/WoodBreastArmor	Text		Wood Chest	
Items/WoodBreastArmorDesc	Text		Very crude armor for the upper body. Offers minor protection.	
Items/WoodBridge	Text		Wood Bridge	
Items/WoodBridgeDesc	Text		Used to cross chasms and water but also makes for a nice floor.	
Items/WoodCrossbow	Text		Wood Crossbow	
Items/WoodCrossbowDesc	Text		A small wooden crossbow that swiftly shoots bolts.	
Items/WoodDesc	Text		A piece of giant root to create all sorts of things.	
Items/WoodDoor	Text		Wood Door	
Items/WoodDoorDesc	Text		Close up your base with this simple door.	
Items/WoodFence	Text		Wood Fence	
Items/WoodFenceDesc	Text		A simple fence to protect what's rightfully yours.	
Items/WoodFenceGate	Text		Wood Fence Gate	
Items/WoodFenceGateDesc	Text		A simple gate for the wooden fence.	
Items/WoodFishingRod	Text		Wood Fishing Rod	
Items/WoodFishingRodDesc	Text		A crude tool for pulling up fish.	
Items/WoodFloor	Text		Wood Floor	
Items/WoodFloorDesc	Text		Simple wooden slats for decorating your base.	
Items/WoodHelm	Text		Wood Helm	
Items/WoodHelmDesc	Text		Slight protection for the head but you should look for better options soon.	
Items/WoodHoe	Text		Wooden Hoe	
Items/WoodHoeDesc	Text		A crude tool to prepare ground for farming.	
Items/WoodMiningPick	Text		Wood Pickaxe	
Items/WoodMiningPickDesc	Text		A crude tool, useful for breaking down walls.	
Items/WoodPantsArmor	Text		Wood Pants	
Items/WoodPantsArmorDesc	Text		The next best thing when it comes to lower body armor.	
Items/WoodPillar	Text		Wooden Pillar	
Items/WoodPillarDesc	Text		This decorative, wooden pillar is just the basic design for a whole lot more colorful variants.	
Items/WoodShield	Text		Wooden Shield	
Items/WoodShieldDesc	Text		A useful off-hand item to block hits from enemies.	
Items/WoodShovel	Text		Wood Shovel	
Items/WoodShovelDesc	Text		A crude shovel, useful for digging up ground.	
Items/WoodSpikeTrap	Text		Wooden Spike Trap	
Items/WoodSpikeTrapDesc	Text		A crude spike trap that only reacts to enemies.	
Items/WoodStool	Text		Wood Stool	
Items/WoodStoolDesc	Text		A simple, workable stool made from wood. A true hobbyist might turn this into something more beautiful.	
Items/WoodSword	Text		Wooden Sword	
Items/WoodSwordDesc	Text		A crude weapon to fend off foes.	
Items/WoodTable	Text		Wood Table	
Items/WoodTableDesc	Text		A simple, workable table made from wood. A true hobbyist might turn this into something more beautiful.	
Items/WoodenDestructible	Text		Wooden Crate	
Items/WoodenDestructibleDesc	Text		A wooden box used by someone to store random goods.	
Items/WoodenRing	Text		Wooden Ring	
Items/WoodenRingDesc	Text		A simple wooden ring, nothing more, nothing less.	
Items/WoodenSign1	Text		"Wooden Sign ""Core"""	
Items/WoodenSign1Desc	Text		Driftwood with patterns and carvings showing the Core.	
Items/WoodenSign2	Text		"Wooden Sign ""Tulip"""	
Items/WoodenSign2Desc	Text		Driftwood with patterns and carvings showing a Glow Tulip.	
Items/WoodenThornRing	Text		Wooden Thorn Ring	
Items/WoodenThornRingDesc	Text		A circular, brambly root with sharp thorns pointing outward.	
Items/WoodenWorkBench	Text		Basic Workbench	
Items/WoodenWorkBenchDesc	Text		The most basic of all workbenches.	
Items/Wool	Text		Wool	
Items/WoolDesc	Text		An incredibly soft tuft of wool that has a pleasant scent to it.	
Items/WorkerHandcuff	Text		Worker Handcuff	
Items/WorkerHandcuffDesc	Text		Cast from thick metal this tool seemed to be attached to a chain. Has it been used to keep the unlawful from running away?	
Items/WormSegment	Text	"Change the translations in a way that it relates to the Nilipede having no legs if you haven't already. Nil is latin for ""zero""."	Nilipede	
Items/WovenMat	Text		Woven Mat	
Items/WovenMatDesc	Text		Groundcover made from a net of firm plants.	
Items/WovenStrawFloor	Text		Woven Straw Floor	
Items/WovenStrawFloorDesc	Text		A reinforced floor, woven from meadow straw.	
Items/YellowBlisterHead	Text		Yellow Blister Head	
Items/YellowBlisterHeadDesc	Text		A fish with large yellow bubbles on its head.	
Items/YellowFirefly	Text		Yellow Glowbug	
Items/YellowFireflyDesc	Text		This flying bug always appears in swarms which appear as dancing lights. Its yellow glow is biome-specific.	
Items/YellowKelp	Text		Yellow Kelp	
Items/YellowKelpDesc	Text		A yellow lump of marine plants.	
Items/ZealotSword	Text		Zealot's Scimitar	
Items/ZealotSwordDesc	Text		A brilliant sword that channels mana into the blade to increase its power.	
JoinDiscord	Text		Join the Core Keeper Discord Server	
JoinOnlineGame	Text		Join Online Game	
LanguageOption	Text		Language: {0}	
LatestVersionCheck	Text		Welcome to Core Keeper. Your current version is outdated. For the best experience, please download the latest version. Enjoy new content regularly!	
LeashCattle	Text		Attach to cattle	
MapMarkers/DeathMarker	Text	"{0} is replaced with ""You"" or name of other players"	{0} died here	
MapMarkers/DeathMarkerThisPlayer	Text		You died here	
MapMarkers/TheCore	Text		The Core	
MapMarkers/You	Text	This is shown when hovering over own player marker in Map	You	
MapMarkers/mustBeAtPortalToTeleportDesc	Text		You must use a waypoint or portal to teleport here.	
MapMarkers/portal	Text		Portal	
MapMarkers/portalGoToDesc	Text		Click to teleport to this location.	
MapMarkers/portalNotReadyDesc	Text		Portal is not ready.	
MapMarkers/portalStandingAtDesc	Text		You are standing at this portal.	
MapMarkers/waypoint	Text		Waypoint	
MapMarkers/waypointNotReadyDesc	Text		Waypoint is not ready.	
MapMarkers/waypointStandingAtDesc	Text		You are standing at this waypoint.	
Menu/AdminPlayers	Text		Admin players	
Menu/AllowJoinByPresence	Text		Allow friends to join without Game ID	
Menu/AmbientOcclusion	Text		Ambient occlusion	
Menu/Apply	Text		Apply	
Menu/BannedPlayers	Text		Banned players	
Menu/Bloom	Text		Bloom	
Menu/BorderlessFullscreen	Text		Borderless fullscreen	
Menu/Brightness	Text		Brightness	
Menu/ButtonOpenProfile	Text		Open Profile	
Menu/ButtonRefresh	Text		Refresh	
Menu/CRTFilter	Text		CRT filter	
Menu/CharacterSlot	Text		Character slot	
Menu/CharacterStuck	Text	Option in gameplay settings allowing player to kill themselves in order to get out of a stuck position	My character is stuck!	
Menu/CharacterType	Text		Character type	
Menu/ClassicWorldFormat	Text	Declares that the world is created with the old world generation tool. {0} will be replaced with NormalMode, hardMode, CreativeMode etc.	{0} - Classic world	
Menu/ColorOutput	Text		Color output	
Menu/ConnectedPlayers	Text		Connected players:	
Menu/ConnectedPlayersWarning	Text		More than {0} players connected. This may cause issues.	
Menu/CreateWorld	Text		Create world	
Menu/CreatedSaveBackup	Text		Created CoreKeeperSaves.zip on Desktop	
Menu/Credits	Text		Credits	
Menu/CrossplayEnabled	Text		Play with other PC platforms	
Menu/CurrentVersionIsOutdated	Text		Welcome to Core Keeper. Your current version is outdated. For the best experience, please download the latest version. Enjoy new content regularly!	
Menu/DeleteCharactersMenu	Text		Delete characters menu	
Menu/DeleteCreativeCharactersMenu	Text		Delete creative characters menu	
Menu/DeleteOptions	Text		Delete options	
Menu/DeleteProgressOptions	Text		Delete progress options	
Menu/DeleteWorldsMenu	Text		Delete worlds menu	
Menu/Disable	Text		Disable	
Menu/DisableCrossplay	Text		There seems to be an issue with crossplay. Would you like to disable it?	
Menu/DiscardChangesDialog	Text		Discard changes?	
Menu/DiscordOnboarding	Text		Discord / Bugs / Feedback	
Menu/DisplayOptions	Text		Display settings	
Menu/DontShowAgain	Text		Don't show again	
Menu/DynamicWater	Text		Dynamic water	
Menu/Emulated	Text		Emulated	
Menu/EnterSeed	Text		Enter seed...	
Menu/EnterWorldName	Text		Enter world name...	
Menu/ExperimentalPopUp	Text		Core Keeper is currently running in experimental mode. This mode is using a separate set of save files. Your regular save files will still be there when you are back in non-experimental mode.	
Menu/ExportModPackage	Text		Export world as MOD.IO package to desktop	
Menu/ExportToMod	Text		Export to mod	
Menu/FaceMouseDirection	Text	Option that when enabled causes character to face towards mouse on screen, otherwise character faces the direction that player last moved towards	Face mouse direction	
Menu/FindingSessions	Text		Finding sessions...	
Menu/Fullscreen	Text		Fullscreen	
Menu/GameID	Text	Game ID is used to connect to other players and shown in pause menu while in a game	Game ID: {0}	
Menu/GameModeLabel	Text		Game mode	
Menu/GameplayOptions	Text		Gameplay settings	
Menu/GetOutOfStuckPositionDialogue	Text		Do you want to kill your character to get out of a stuck position?	
Menu/GiveFeedback	Text		Report bugs / feedback	
Menu/GraphicsOptions	Text		Graphics settings	
Menu/Hardcore	Text		Hardcore	
Menu/HardcoreDesc	Text		Hardcore characters are permanently lost when they die and cannot be revived.	
Menu/HasBeenCreatedOnDesktop	Text	"""desktop"" is the user's desktop folder on PC
"	{0} has been created on the desktop	
Menu/HideGameID	Text		Hide game ID	
Menu/HostVersionIs	Text		Host's version: {0}	
Menu/Ignore	Text		Ignore	
Menu/IntegerScaling	Text		Integer scaling	
Menu/JoinGame	Text		Join Game	
Menu/LightQuality	Text		Light quality	
Menu/LoadAnyway	Text		Load anyway	
Menu/LoadFromMod	Text		Load from mod	
Menu/LocalModMissingClientDialogue	Text		Required mod {0} is missing.	
Menu/LocalModMissingServerDialogue	Text		Required mod {0} is missing from server.	
Menu/ManagePlayers	Text		Manage players	
Menu/ModFailedToLoadWarning	Text	{0} is mod name. {1} indicates reason it failed to load	A mod failed to load: {0} ({1})	
Menu/ModIncompatibleWarning	Text	{0} is mod name	A mod is not compatible with this version: {0}	
Menu/ModMenuButtonModsLoaded	Text		Mods ({0} loaded)	
Menu/ModMenuButtonModsLoadedPendingChanges	Text	* indicates extra information which will be shown elsewhere (see Mod/PendingChanges)	Mods ({0} loaded)*	
Menu/ModMenuPopUp	Text		Mods are developed by members of the community. They open new gameplay possibilities, but might also introduce unforeseen issues. Enjoy mods at your own discretion!	
Menu/ModMissingClientDialogue	Text		Required mod {0} is missing. Do you want to install it (needs restart)?	
Menu/ModMissingServerDialogue	Text		Required mod {0} is missing from server. Do you want to disable it (needs restart)?	
Menu/Mods	Text		Mods	
Menu/ModsAddedWithEnhancedAccess	Text		"Caution: 'Elevated Access' mods have increased access to resources outside the game like user files and internet. For the best experience, install only from reputable sources.

Mods with Elevated Access:
{0}"	
Menu/ModsLoaded	Text		{0} Mods Loaded	
Menu/MoreInfo	Text		More info	
Menu/NewWorld	Text	Button/prompt to create a new world	New world	
Menu/NoAdminsOnline	Text		There are no admins online.	
Menu/NoAvailableSessions	Text		No available sessions found.	
Menu/NoBannedPlayers	Text		No players have been banned.	
Menu/ObjectShadows	Text		Object shadows	
Menu/OneModLoaded	Text	Should match ModsLoaded, but singular	1 Mod Loaded	
Menu/Options	Text		Settings	
Menu/OverrideSeason	Text		Override season	
Menu/PacketRate	Text	As in the rate of network packets being sent	Network packet send rate	
Menu/ParamBiomeChaos	Text		Biome chaos	
Menu/ParamBiomeChaosDesc	Text		Degree to which biomes can overlap and appear within each other.	
Menu/ParamCeilingHoles	Text		Ceiling holes	
Menu/ParamCeilingHolesDesc	Text		Frequency of overhead openings that allow light in.	
Menu/ParamChambers	Text		Chambers	
Menu/ParamChambersDesc	Text		Quantity and size of cavernous spaces.	
Menu/ParamChaos	Text		Chaos	
Menu/ParamExtreme	Text		Extreme	
Menu/ParamHigh	Text		High	
Menu/ParamLakes	Text		Lakes	
Menu/ParamLakesDesc	Text		Quantity and scale of lakes.	
Menu/ParamLow	Text		Low	
Menu/ParamNormal	Text		Normal	
Menu/ParamOff	Text		Off	
Menu/ParamOreDensity	Text		Ore density	
Menu/ParamOreDensityDesc	Text		Abundance of biome-specific ore.	
Menu/ParamPits	Text		Pits	
Menu/ParamPitsDesc	Text		Occurrence and dimensions of pits.	
Menu/ParamRivers	Text		Rivers	
Menu/ParamRiversDesc	Text		Frequency and complexity of river systems.	
Menu/ParamSeed	Text		Seed	
Menu/ParamTunnels	Text		Tunnels	
Menu/ParamTunnelsDesc	Text		Frequency and reach of tunnel networks.	
Menu/ParticlesQuality	Text		Particles quality	
Menu/PendingChanges	Text		*Pending changes	
Menu/PerformanceOptions	Text		Performance settings	
Menu/Ping	Text	Ping to server, shown in pause menu	Ping: {0} ms	
Menu/PvPEnabled	Text	Shown under the minimap ingame to indicate that pvp is currently active, if pvp is off the text shows nothing	PvP enabled!	
Menu/Quit	Text		Quit	
Menu/RecommendedDialog	Text		The default settings are recommended for the best first experience.	
Menu/Reflections	Text		Reflections	
Menu/RefreshGameID	Text		Refresh game ID	
Menu/Reset	Text		Reset	
Menu/ResetToDefaultsDialog	Text		Reset to defaults?	
Menu/RestartPendingModChanges	Text		Restarting to apply pending mod changes.	
Menu/RestartToApplyModChanges	Text		Pending mod changes requires a restart, do you want to restart now?	
Menu/SaveIconLabel	Text		Save icon	
Menu/SelectCharacterType	Text		Select character type	
Menu/SelectSaveSlotIcon	Text		Select save slot icon	
Menu/SelectWorld	Text		Select world	
Menu/SelectWorldFromMod	Text	Menu title shown when choosing which world save to load from a list of available world saves from mods	Load world from mod	
Menu/SelectWorldMode	Text		Select world mode	
Menu/ServerSimulationDistance	Text		Server simulation distance	
Menu/ServerTickRate	Text		Server tick rate	
Menu/Settings	Text		Settings	
Menu/SettingsNotAvailableNote	Text		Some settings can only be changed in main menu	
Menu/ShadowQuality	Text		Shadow quality	
Menu/ShowCharacterNames	Text		Show character names	
Menu/ShowDamageNumbers	Text		Show damage numbers	
Menu/ShowGameID	Text		Show game ID	
Menu/ShowHotbarKeyboardNumbers	Text		Show keyboard numbers on hotbar	
Menu/ShowInGameUI	Text		Show in-game UI	
Menu/ShowKeyHints	Text		Show key hints	
Menu/ShowMinimap	Text		Show minimap	
Menu/Simulated	Text		Simulated	
Menu/SquashBugs	Text	This option allows player to toggle off bugs being squashed when player walks on them in game	Squash bugs	
Menu/Standard	Text	Refers to type of character type such as classic or hardcore	Standard	
Menu/StandardDesc	Text		Standard characters respawn after dying. This is the intended way to play Core Keeper.	
Menu/StartGame	Text		Start Game	
Menu/StreamerMode	Text		Streamer mode	
Menu/TargetFrameRate	Text		Frame rate target	
Menu/ToggleGuestModeOff	Text		Disable guest mode	
Menu/ToggleGuestModeOn	Text		Enable guest mode	
Menu/TogglePvPOff	Text		Disable PvP	
Menu/TogglePvPOn	Text		Enable PvP	
Menu/UIOptions	Text		UI settings	
Menu/Version	Text		Version: {0} ({1})   |   © Pugstorm AB	
Menu/VersionsAreCompatibleButNotSameWarning	Text		Versions are compatible, but minor changes may affect performance.	
Menu/WarningVersionMismatch	Text		Warning: Version Mismatch	
Menu/WindowMode	Text		Window mode	
Menu/Windowed	Text		Windowed	
Menu/WorldGeneration	Text		World Generation	
Menu/WorldGenerationLabel	Text		World generation	
Menu/WorldInfo	Text		World info	
Menu/WorldName	Text		World: {0}	
Menu/WorldNameLabel	Text		World name	
Menu/WorldSeedLabel	Text	A 'world seed' is a unique number or code that is used to generate a specific game world. By entering a world seed, players can create the same world every time, ensuring that the terrain, features, and layout are identical for anyone using that seed.	World seed	
Menu/WorldSlot	Text		World slot	
Menu/YourVersionIs	Text		Your version: {0}	
MinionCountDesc	Text		You have {0} out of {1} current active minions.	
MinionCountFormat	Text		{0} / {1}	
NamedBy	Text		Named by: {0}	
Names/BirdBoss	Text		Azeos the Sky Titan	
Names/CoreBoss	Text		Core Commander	
Names/CoreBoss2ndPhase	Text		Unleashed Core Commander	
Names/CoreBossMarker	Text		???	
Names/HiveEgg	Text	Name shown on eggs at larva hive boss	Hive Egg	
Names/HydraBossDesert	Text		Pyrdra the Fire Titan	
Names/HydraBossNature	Text		Druidra the Wild Titan	
Names/HydraBossSea	Text		Crydra the Ice Titan	
Names/KingSlime	Text		King Slime	
Names/LarvaBoss	Text		Ghorm the Devourer	
Names/LarvaHiveBoss	Text		The Hive Mother	
Names/LarvaHiveHalloweenBoss	Text		Haunted Hive Mother	
Names/LavaSlimeBoss	Text		Igneous the Molten Mass	
Names/OctopusBoss	Text		Omoroth the Sea Titan	
Names/PoisonSlimeBoss	Text		Ivy the Poisonous Mass	
Names/ScarabBoss	Text		Ra-Akar the Sand Titan	
Names/ShamanBoss	Text		Malugaz the Corrupted	
Names/SlimeBoss	Text		Glurch the Abominous Mass	
Names/SlipperySlimeBoss	Text		Morpha the Aquatic Mass	
Names/SnakeBoss	Text		Atlantean Worm	
Names/SoulOfAzeos	Text		Azeos	
Names/SoulOfDesertHydra	Text		Pyrdra	
Names/SoulOfNatureHydra	Text		Druidra	
Names/SoulOfOmoroth	Text		Omoroth	
Names/SoulOfScarab	Text		Ra-Akar	
Names/SoulOfSeaHydra	Text		Crydra	
Names/WallBoss	Text	"Urschleim is used here as a proper name, if you can keep the name ""Urschleim"" as it is. If unavoidable, try to come up with a literal phonetic translation in the language you're translating to"	Urschleim	
None	Text		None	
NonePlayableTitleInfoText	Text		This version of the game is not available, however, you can of course still play the latest Early Access build on the default Steam branch. If you think you were supposed to have access to an exclusive version of the game, please get in touch with your relevant point of contact on the publisher's end.	
NormalMode	Text		Standard	
NormalModeDesc	Text		Face balanced monsters for a fair and engaging challenge.	
ObtainedAll	Text		Obtain all Core Keeper trophies.	
OffHandMechanics/Dash	Text		Dash forward at {0}% movement speed	
OffHandMechanics/Shield	Text		Shield yourself and reduce any incoming damage by {0}%	
OffHandMechanics/Teleport	Text		Teleport a short distance.	
Open	Text		Open	
OpenBeta	Text		Open Beta	
OpenContainer	Text		Open container	
OpenCrackedEgg	Text		Hatch egg	
OpenEula	Text		You must read and accept the end-user license agreement to access multiplayer features.	
OptionNumber	Text	{0} will be replaced with a number	Option {0}	
Outro/Slide1	Text		A place far away from anywhere else.	
Outro/Slide2	Text		You recognize the faces of your friends.	
Outro/Slide3	Text		As they help you sit up, you feel something poking your back.	
Outro/Slide4	Text		A peculiar crystal, humming with energy. And then you remember...	
Outro/Slide5	Text		...the unity you have experienced and the story you have to tell.	
Outro/Slide6	Text		Even if we are far apart, there is a path in our collective heart.	
Outro/Slide6OnSlideText	Text	"The * are used for 0.5s pauses when revealing the text so it says ""the end"" and then after a pause the dots will appear one by one ending with a question mark"	The End ******.*.*.*?	
PantsVanitySlot	Text		Pants vanity slot	
PetTalents/ApplyBurnBuff	Text		Rising Phoenix	
PetTalents/ApplyBurnMelee	Text		Burning Anger	
PetTalents/ApplyBurnRange	Text		Burning Anger	
PetTalents/ApplyPoisonBuff	Text		Vile Droppings	
PetTalents/ApplyPoisonMelee	Text		Bite Wound Infection	
PetTalents/ApplyPoisonRange	Text		Bite Wound Infection	
PetTalents/ApplySlimeBuff	Text		Mucus Missile	
PetTalents/ApplySlimeMelee	Text		Sticky Toy	
PetTalents/ApplySlimeRange	Text		Sticky Toy	
PetTalents/ApplySlipperyBuff	Text		Coated Feather	
PetTalents/ApplySlipperyMelee	Text		Icky Tounge	
PetTalents/ApplySlipperyRange	Text		Icky Tounge	
PetTalents/ApplyStunBuff	Text		Secret Neck Grip	
PetTalents/ApplyStunMelee	Text		Paralyzing Fangs	
PetTalents/ApplyStunRange	Text		Paralyzing Fangs	
PetTalents/BlueGlowBuff	Text		Moon Glow	
PetTalents/BlueGlowMelee	Text		Soul Animal	
PetTalents/BlueGlowRange	Text		Soul Animal	
PetTalents/BossDamageBuff	Text		Alpha Instincts	
PetTalents/BossDamageMelee	Text		Asserting Dominance	
PetTalents/BossDamageRange	Text		Asserting Dominance	
PetTalents/ChanceToConsumeBurningBuff	Text		Bellows	
PetTalents/ChanceToConsumeBurningMelee	Text		Flaming Treat	
PetTalents/ChanceToConsumeBurningRange	Text		Flaming Treat	
PetTalents/ChanceToDealTripleDamageBuff	Text		Triple Trouble	
PetTalents/ChanceToDealTripleDamageMelee	Text		Off-Leash	
PetTalents/ChanceToDealTripleDamageRange	Text		Off-Leash	
PetTalents/ChanceToGainManaOnAttackMelee	Text		Energy tap	
PetTalents/CritChanceBuff	Text		Spirit of the Hawk	
PetTalents/CritChanceMelee	Text		Laser Pointer Play	
PetTalents/CritChanceRange	Text		Laser Pointer Play	
PetTalents/CritDamageBuff	Text		Crane Style	
PetTalents/CritDamageMelee	Text		Breaking Skin	
PetTalents/CritDamageRange	Text		Breaking Skin	
PetTalents/DamageBasedOnTargetRemainingHealthBuff	Text		Inflated Target	
PetTalents/DamageBasedOnTargetRemainingHealthMelee	Text		Hungry Fang	
PetTalents/DamageBasedOnTargetRemainingHealthRange	Text		Hungry Fang	
PetTalents/DamageIncreaseAgainstStunnedBuff	Text		Paralyze Pawnch	
PetTalents/DamageIncreaseAgainstStunnedMelee	Text		Predator's Mark	
PetTalents/DamageIncreaseAgainstStunnedRange	Text		Predator's Mark	
PetTalents/MeleeAttackSpeedBuff	Text		Divebombing	
PetTalents/MeleeAttackSpeedMelee	Text		Leap Attack	
PetTalents/MeleeDamageBuff	Text		Plume Power	
PetTalents/MeleeDamageMelee	Text		Puffing Up	
PetTalents/MovementSpeedBuff	Text		Avian Run	
PetTalents/MovementSpeedMelee	Text		Zoomies	
PetTalents/MovementSpeedRange	Text		Zoomies	
PetTalents/OrangeGlowBuff	Text		Sun Glow	
PetTalents/OrangeGlowMelee	Text		Spirit Animal	
PetTalents/OrangeGlowRange	Text		Spirit Animal	
PetTalents/PiercingProjectilesBuff	Text		Hypersonic Talon	
PetTalents/PiercingProjectilesRange	Text		Hypersonic Claw	
PetTalents/RangeAttackSpeedBuff	Text		Flock Together	
PetTalents/RangeAttackSpeedRange	Text		Leap Attack	
PetTalents/RangeDamageBuff	Text		Plume Projectile	
PetTalents/RangeDamageRange	Text		Puffing Up	
PetTalents/StunAndSnareReductionBuff	Text		Winged Escape	
PetTalents/StunDurationBuff	Text		Taxidermy	
PetTalents/StunDurationMelee	Text		Intimidating Presence	
PetTalents/StunDurationRange	Text		Intimidating Presence	
PlaySingleplayer	Text		Play Single player	
PlusOne	Text		(+1)	
Rarity/Common	Text		Common	
Rarity/CommonFemale	Text		Common	
Rarity/CommonMale	Text		Common	
Rarity/Epic	Text		Epic	
Rarity/EpicFemale	Text		Epic	
Rarity/EpicMale	Text		Epic	
Rarity/Legendary	Text		Legendary	
Rarity/LegendaryFemale	Text		Legendary	
Rarity/LegendaryMale	Text		Legendary	
Rarity/Poor	Text		Poor	
